sku,post_title,regular_price,description,categories,images,stock
"B1182,""Bulon Hexagonal Zincado USS 5/8"""" x 100 mm"",117.66,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Hexagonal Zincado USS,Buloneria>Bulon>Bulon Hexagonal Zincado USS>Bulon Hexagonal Zincado USS 5/8"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1111-1183.jpg,"
"B1183,""Bulon Hexagonal Zincado USS 5/8"""" x 125 mm"",145.51,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Hexagonal Zincado USS,Buloneria>Bulon>Bulon Hexagonal Zincado USS>Bulon Hexagonal Zincado USS 5/8"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1111-1183.jpg,"
"B1210,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 19 mm"",8.03,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1211,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 25 mm"",8.59,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1212,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 32 mm"",9.63,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1213,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 38 mm"",10.50,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1214,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 44 mm"",11.19,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1215,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 50 mm"",12.02,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1216,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 56 mm"",13.02,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1217,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 63 mm"",13.49,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1218,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 76 mm"",15.14,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1219,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""" x 100 mm"",18.26,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 1/4"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1220,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""" x 19 mm"",12.41,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1221,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""" x 25 mm"",13.67,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1222,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""" x 32 mm"",14.88,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1223,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""" x 38 mm"",16.14,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
"B1224,""Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""" x 44 mm"",17.35,"""",""Buloneria,Buloneria>Bulon,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS,Buloneria>Bulon>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS>Bulon Cabeza Redonda Cuello Cuadrado Zincado USS 5/16"""""",https://aloverogarcia.com/merlo/wp-content/uploads/media/B1210-1244.jpg,"
